brand,model,year,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,price
Suzuki,XL 7,2023.0,30000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,7.0,Đã sử dụng,510000000
Mitsubishi,Zinger,2009.0,100000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,205000000
VinFast,VF8,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,1019000000
Volkswagen,Beetle,,10000.0,Xăng,Số sàn,,Đức,--,,Đã sử dụng,750000000
Kia,Morning,2013.0,14000.0,Xăng,Số sàn,1.0,Hàn Quốc,Hatchback,2.0,Đã sử dụng,118000000
Toyota,Vios,2020.0,116454.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,426000000
Mazda,CX 5,2018.0,28500.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,590000000
Toyota,Camry,2014.0,11000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,505000000
Toyota,Vios,2022.0,142000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,380000000
Isuzu,Trooper,2003.0,130000.0,Xăng,Số sàn,,Đang cập nhật,--,,Đã sử dụng,145000000
Kia,Morning,2019.0,98000.0,Xăng,Số sàn,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,190000000
Hyundai,Elantra,2019.0,51000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,509000000
Ford,Ranger,2019.0,46000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,645000000
Honda,CR V,2010.0,100000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,315000000
Toyota,Camry,2014.0,134000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,525000000
Ford,EcoSport,2017.0,90000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,380000000
Mitsubishi,Xpander,2025.0,,Xăng,Tự động,,Nước khác,Minivan (MPV),7.0,Mới,597000000
Ford,Territory,2023.0,13000.0,Xăng,Tự động,1.0,Đang cập nhật,SUV / Cross over,5.0,Đã sử dụng,810000000
Toyota,Innova,2018.0,102000.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,565000000
Mercedes Benz,C Class,2015.0,59000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,595000000
Hyundai,i30,2009.0,123123.0,Xăng,Tự động,,Hàn Quốc,Hatchback,5.0,Đã sử dụng,235000000
Toyota,Innova,2017.0,109689.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,420000000
Hyundai,Elantra,2012.0,123459.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,225000000
Mitsubishi,Pajero Sport,2011.0,170.0,Dầu,Số sàn,1.0,Ấn Độ,SUV / Cross over,7.0,Đã sử dụng,350000000
Toyota,Innova,2015.0,92.0,Xăng,Số sàn,,Việt Nam,--,8.0,Đã sử dụng,310000000
Honda,Civic,2019.0,740000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,515000000
Hyundai,Veracruz,2008.0,240000.0,Xăng,Tự động,,Hàn Quốc,SUV / Cross over,8.0,Đã sử dụng,250000000
VinFast,VF6,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,694000000
Toyota,Innova,2019.0,151000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,479000000
Toyota,Fortuner,2016.0,110000.0,Dầu,Số sàn,,Đang cập nhật,--,7.0,Đã sử dụng,515000000
Mazda,2,2024.0,21000.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,400000000
Daewoo,Leganza,1998.0,209.0,Xăng,Số sàn,,Hàn Quốc,Hatchback,5.0,Đã sử dụng,42000000
Kia,Sonet,2022.0,17500.0,Xăng,Tự động,,Hàn Quốc,SUV / Cross over,5.0,Đã sử dụng,520000000
BMW,7 Series,2011.0,1234.0,Xăng,Tự động,,Việt Nam,Sedan,4.0,Đã sử dụng,680000000
Hyundai,Tucson,2020.0,85000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,665000000
Toyota,Camry,1998.0,45678.0,Xăng,Số sàn,,Nhật Bản,Sedan,5.0,Đã sử dụng,60000000
Honda,HR-V,2019.0,55000.0,Xăng,Tự động,1.0,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,545000000
Honda,Civic,2008.0,125.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,208000000
Ford,Everest,2023.0,18000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1119000000
Hyundai,Accent,2022.0,30000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,458000000
Ford,Everest,2022.0,25000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1190000000
Mazda,CX 5,2019.0,79000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,629000000
Ford,EcoSport,2018.0,79000.0,Xăng,Tự động,,Việt Nam,--,5.0,Đã sử dụng,426000000
Toyota,Innova,2015.0,185996.0,Xăng,Số sàn,,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,325000000
Kia,Morning,2016.0,969696.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,233000000
Mitsubishi,Xpander Cross,2022.0,51000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,7.0,Đã sử dụng,559000000
Toyota,Fortuner,2015.0,120000.0,Xăng,Tự động,,Việt Nam,--,,Đã sử dụng,440000000
VinFast,VF3,2025.0,,Xăng,Tự động,,Việt Nam,Hatchback,4.0,Mới,299000000
Hyundai,Grand i10,2014.0,110000.0,Xăng,Số sàn,1.0,Ấn Độ,Hatchback,5.0,Đã sử dụng,125000000
Kia,Morning,2018.0,98000.0,Xăng,Số sàn,,Hàn Quốc,Hatchback,5.0,Đã sử dụng,165000000
Toyota,Vios,2019.0,78123.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,335000000
Toyota,Vios,2010.0,181920.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,162000000
Porsche,Macan,2017.0,,Xăng,Tự động,,Đức,SUV / Cross over,5.0,Mới,1768000000
Mitsubishi,Pajero Sport,2018.0,150000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,675000000
Toyota,Innova,2018.0,100000.0,Xăng,Số sàn,,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,365000000
Mercedes Benz,S Class,2017.0,74000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,1600000000
Chevrolet,Aveo,2018.0,59000.0,Xăng,Tự động,,Đang cập nhật,Sedan,5.0,Đã sử dụng,232000000
Mitsubishi,Xpander Cross,2021.0,48000.0,Xăng,Tự động,,Nước khác,Minivan (MPV),7.0,Đã sử dụng,550000000
Kia,Sorento,2015.0,100000.0,Dầu,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,520000000
Hyundai,Grand i10,2018.0,200000.0,Xăng,Số sàn,,Việt Nam,Hatchback,5.0,Đã sử dụng,215000000
Chevrolet,Aveo,2014.0,125000.0,Xăng,Tự động,1.0,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,210000000
Toyota,Innova,2021.0,88000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,714000000
Kia,Picanto,2012.0,100.0,Xăng,Số sàn,,Việt Nam,Hatchback,5.0,Đã sử dụng,148000000
Hyundai,Accent,2025.0,,Xăng,Tự động,,Việt Nam,Sedan,5.0,Mới,509000000
Kia,Sorento,2017.0,79000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,470000000
Ford,Transit,2009.0,100000.0,Dầu,Số sàn,1.0,Thái Lan,Van,6.0,Đã sử dụng,100000000
Ford,Laser,2003.0,280000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,65000000
Toyota,Venza,2009.0,80235.0,Xăng,Tự động,1.0,Mỹ,SUV / Cross over,5.0,Đã sử dụng,425000000
Hyundai,Solati,2025.0,,Dầu,Số sàn,,Hàn Quốc,Kiểu dáng khác,16.0,Mới,400000000
Honda,City,2019.0,92008.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,365000000
Mazda,3,2019.0,60000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,485000000
Chevrolet,Spark,2014.0,12850.0,Xăng,Số sàn,1.0,Hàn Quốc,Hatchback,2.0,Đã sử dụng,75000000
Honda,City,2017.0,123456.0,Xăng,Số sàn,,Việt Nam,Sedan,,Đã sử dụng,285000000
Toyota,Innova,2018.0,85000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,425000000
Porsche,Macan,2017.0,38000.0,Xăng,Tự động,,Đang cập nhật,SUV / Cross over,5.0,Đã sử dụng,1650000000
Mercedes Benz,GL Class,2009.0,150000.0,Xăng,Tự động,,Mỹ,SUV / Cross over,7.0,Đã sử dụng,350000000
Ford,EcoSport,2018.0,101668.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,412000000
VinFast,VF5,2025.0,,Điện,Tự động,,Việt Nam,Hatchback,5.0,Mới,524000000
Kia,Morning,2020.0,60000.0,Xăng,Số sàn,1.0,Hàn Quốc,Hatchback,5.0,Đã sử dụng,230000000
Volvo,XC60,2024.0,,Động cơ Hybrid,Tự động,,Nước khác,SUV / Cross over,5.0,Mới,2279000000
Mercedes Benz,C Class,2022.0,15000.0,Xăng,Tự động,1.0,Việt Nam,--,5.0,Đã sử dụng,1420000000
VinFast,VF7,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,799000000
Toyota,Fortuner,2016.0,102000.0,Dầu,Số sàn,1.0,Việt Nam,SUV / Cross over,,Đã sử dụng,532000000
Kia,Morning,2010.0,123000.0,Xăng,Tự động,1.0,Đang cập nhật,Hatchback,5.0,Đã sử dụng,168000000
Hyundai,Grand i10,2021.0,62000.0,Xăng,Số sàn,,Hàn Quốc,Sedan,5.0,Đã sử dụng,290000000
Kia,K3,2022.0,18500.0,Xăng,Tự động,,Việt Nam,Sedan,2.0,Đã sử dụng,559000000
Mitsubishi,Attrage,2023.0,77000.0,Xăng,Số sàn,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,298000000
Mazda,3,2016.0,86000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,378000000
Ford,Focus,2017.0,40000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,422000000
Mercedes Benz,C Class,2021.0,50000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,1289000000
Ford,Everest,2019.0,88000.0,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,745000000
Toyota,Innova,2016.0,12345.0,Xăng,Số sàn,,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,265000000
Mercedes Benz,GLC,2019.0,55000.0,Xăng,Tự động,,Đức,SUV / Cross over,5.0,Đã sử dụng,1230000000
VinFast,VF6,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,694000000
Kia,Morning,2010.0,200000.0,Xăng,Số sàn,1.0,Hàn Quốc,Hatchback,5.0,Đã sử dụng,129000000
Toyota,Fortuner,2018.0,125000.0,Dầu,Tự động,,Nước khác,SUV / Cross over,7.0,Đã sử dụng,779000000
Ford,Ranger,2016.0,138000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,411000000
Ford,EcoSport,2021.0,27500.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,2.0,Đã sử dụng,480000000
Toyota,Innova,2006.0,250000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,180000000
Mitsubishi,Attrage,2016.0,232000.0,Xăng,Tự động,,Thái Lan,Sedan,5.0,Đã sử dụng,206000000
Chevrolet,Cruze,2017.0,103000.0,Xăng,Tự động,,Việt Nam,Sedan,,Đã sử dụng,315000000
Ford,EcoSport,2018.0,61000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,425000000
VinFast,VF3,2025.0,0.0,Điện,Tự động,,Việt Nam,Hatchback,4.0,Đã sử dụng,299000000
MG,MG5,2025.0,,Xăng,Tự động,,Thái Lan,--,5.0,Mới,410000000
Ford,Ranger,2021.0,32000.0,Dầu,Tự động,1.0,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,656000000
Toyota,Camry,2008.0,78000.0,Xăng,Tự động,1.0,Mỹ,Sedan,5.0,Đã sử dụng,320000000
Suzuki,XL 7,2022.0,30000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,500000000
Mercedes Benz,GLC,2023.0,2500.0,Động cơ Hybrid,Tự động,,Đang cập nhật,SUV / Cross over,5.0,Đã sử dụng,2500000000
Kia,Morning,2009.0,120000.0,Xăng,Tự động,1.0,Hàn Quốc,Hatchback,5.0,Đã sử dụng,138000000
Toyota,Innova,2015.0,130000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),10.0,Đã sử dụng,360000000
Toyota,Fortuner,2022.0,60000.0,Dầu,Số sàn,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,830000000
Audi,Q7,2006.0,126000.0,Xăng,Tự động,1.0,Đức,--,7.0,Đã sử dụng,275000000
Ford,EcoSport,2014.0,105000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,320000000
Hyundai,Accent,2022.0,41000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,450000000
Kia,Morning,2022.0,250000.0,Xăng,Tự động,1.0,Việt Nam,--,,Đã sử dụng,369000000
Toyota,Wigo,2018.0,50000.0,Xăng,Số sàn,,Nước khác,Hatchback,5.0,Đã sử dụng,205000000
Mazda,2,2023.0,36000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,392000000
Kia,Carens,2023.0,30000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,6.0,Đã sử dụng,715000000
Toyota,Fortuner,2018.0,40000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,7.0,Đã sử dụng,750000000
Toyota,Prado,2019.0,50000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,2030000000
Lexus,RX,2023.0,3200.0,Xăng,Tự động,1.0,Nhật Bản,--,5.0,Đã sử dụng,4279000000
Mazda,3,2016.0,900000.0,Xăng,Tự động,,Việt Nam,--,,Đã sử dụng,38000000
BYD,M6,2025.0,,Điện,Tự động,,Việt Nam,Minivan (MPV),7.0,Mới,756000000
Ford,Everest,2019.0,90137.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,685000000
Ford,Everest,2022.0,30000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,959000000
Mercedes Benz,C Class,2016.0,110000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,739000000
Ford,Everest,2021.0,30000.0,Dầu,Tự động,1.0,Nước khác,SUV / Cross over,7.0,Đã sử dụng,959999999
Peugeot,3008,2022.0,30.0,Xăng,Tự động,,Việt Nam,--,5.0,Đã sử dụng,840000000
Kia,Morning,2016.0,100000.0,Xăng,Số sàn,,Việt Nam,Hatchback,5.0,Đã sử dụng,145000000
Honda,Civic,2020.0,5678.0,Xăng,Tự động,,Thái Lan,Sedan,5.0,Đã sử dụng,900000000
Mazda,6,2019.0,80000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,525000000
Porsche,Macan,2014.0,80000.0,Xăng,Tự động,,Đức,SUV / Cross over,5.0,Đã sử dụng,1450000000
Toyota,Innova,2019.0,157000.0,Xăng,Số sàn,,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,473000000
Toyota,Innova,2018.0,420000.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,5690000
Toyota,Vios,2024.0,3700.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,445000000
Mercedes Benz,C Class,2019.0,59000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,1069000000
Kia,Sedona,2021.0,50000.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,799000000
Toyota,Innova,2017.0,160000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,410000000
Honda,City,2017.0,90000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,369000000
Chevrolet,Spark,2009.0,999999.0,Xăng,Tự động,,Mỹ,Hatchback,5.0,Đã sử dụng,106000000
VinFast,VF7,2025.0,,Điện,Tự động,,Việt Nam,--,5.0,Mới,794000000
Kia,Cerato,2021.0,80000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,482000000
Mercedes Benz,E Class,2010.0,145000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,310000000
Mercedes Benz,C Class,2003.0,200000.0,Xăng,Tự động,1.0,Đức,Sedan,5.0,Đã sử dụng,250000000
Mercedes Benz,GLC Class,2015.0,120000.0,Xăng,Tự động,,Nước khác,--,5.0,Đã sử dụng,590000000
Hyundai,Creta,2023.0,37000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,5.0,Đã sử dụng,565000000
Nissan,Qashqai,2007.0,130000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,5.0,Đã sử dụng,199000000
Kia,Carens,2009.0,10000.0,Xăng,Số sàn,,Hàn Quốc,Sedan,5.0,Đã sử dụng,135000000
Mercedes Benz,C Class,2019.0,32000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,950000000
Toyota,Innova,2017.0,104500.0,Xăng,Số sàn,,Việt Nam,--,,Đã sử dụng,405000000
Mazda,CX 5,2019.0,70000.0,Xăng,Tự động,,Việt Nam,--,5.0,Đã sử dụng,635000000
VinFast,VF5,2024.0,75000.0,Điện,Tự động,1.0,Việt Nam,--,5.0,Đã sử dụng,468000000
Toyota,Camry,2024.0,,Xăng,Tự động,,Thái Lan,Sedan,5.0,Mới,1220000000
Toyota,Fortuner,2015.0,13000.0,Dầu,Số sàn,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,530000000
Ford,Ranger,2019.0,800000.0,Dầu,Số sàn,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,520000000
VinFast,Lux A2.0,2022.0,42000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,596000000
Daewoo,Matiz,2007.0,160000.0,Xăng,Số sàn,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,43000000
Mazda,929,1993.0,999999.0,Xăng,Tự động,1.0,Nhật Bản,Sedan,5.0,Đã sử dụng,25000000
BMW,3 Series,2009.0,120000.0,Xăng,Tự động,,Đức,Sedan,5.0,Đã sử dụng,255000000
Toyota,Innova,2019.0,59000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,469000000
Mercedes Benz,C Class,2020.0,22000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,1189000000
Ford,Territory,2022.0,11000.0,Xăng,Tự động,,Việt Nam,--,,Đã sử dụng,750000000
Hyundai,Tucson,2009.0,100000.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,199000000
Ford,Ranger,2015.0,90000.0,Dầu,Tự động,,Đang cập nhật,--,,Đã sử dụng,345000000
Honda,City,2021.0,30000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,455000000
Mitsubishi,Xpander,2019.0,91630.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),5.0,Đã sử dụng,465000000
Kia,Morning,2015.0,100000.0,Xăng,Số sàn,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,185000000
Kia,Sedona,2016.0,99000.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,525000000
Ford,Ranger,2022.0,46000.0,Dầu,Tự động,,Việt Nam,--,,Đã sử dụng,698000000
Mercedes Benz,GLB,2021.0,28700.0,Xăng,Tự động,,Nước khác,SUV / Cross over,7.0,Đã sử dụng,1950000000
Mercedes Benz,GLA Class,2018.0,55000.0,Xăng,Tự động,,Đức,SUV / Cross over,5.0,Đã sử dụng,1250000000
Toyota,Innova,2011.0,90000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,290000000
Kia,Sedona,2020.0,65000.0,Dầu,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,739000000
Toyota,Raize,2021.0,32000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,5.0,Đã sử dụng,475000000
VinFast,Fadil,2021.0,57000.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,309000000
Toyota,Vios,2022.0,78000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,2.0,Đã sử dụng,419000000
Ford,Ranger,2019.0,800000.0,Dầu,Số sàn,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,520000000
Daewoo,Magnus,2003.0,99999.0,Xăng,Số sàn,,Hàn Quốc,Sedan,5.0,Đã sử dụng,110000000
Mazda,2,2015.0,112000.0,Xăng,Tự động,,Thái Lan,Hatchback,5.0,Đã sử dụng,279000000
Hyundai,Santa Fe,2020.0,100000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,720000000
Kia,Sedona,2019.0,80000.0,Dầu,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,820000000
Mazda,2,2015.0,85000.0,Xăng,Tự động,1.0,Thái Lan,Hatchback,5.0,Đã sử dụng,275000000
Mazda,6,2016.0,83000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,435000000
Toyota,Fortuner,2020.0,50000.0,Dầu,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,855000000
Chevrolet,Spark,2011.0,100000.0,Xăng,Số sàn,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,98000000
Kia,Soul,2014.0,80000.0,Xăng,Tự động,1.0,Hàn Quốc,SUV / Cross over,5.0,Đã sử dụng,425000000
VinFast,VF3,2025.0,,Điện,Tự động,,Việt Nam,Coupe (2 cửa),4.0,Mới,299000000
Mitsubishi,Xpander,2023.0,38000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,539000000
Toyota,Camry,2015.0,12000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,479000000
Toyota,Fortuner,2014.0,120000.0,Dầu,Số sàn,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,485000000
Mercedes Benz,S Class,2024.0,2000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,4669000000
Toyota,Wigo,2018.0,86000.0,Xăng,Số sàn,,Nước khác,Hatchback,5.0,Đã sử dụng,179000000
Mitsubishi,Xpander,2020.0,75000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,510000000
Ford,Ranger,2016.0,120000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,539000000
Kia,Soul,2014.0,80000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,424000000
Toyota,Hilux,2020.0,48000.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,735000000
Mitsubishi,Xpander,2019.0,13568.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,7.0,Đã sử dụng,485000000
Suzuki,XL 7,2023.0,183.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,7.0,Đã sử dụng,515000000
Chevrolet,Colorado,2015.0,80000.0,Xăng,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,340000000
Toyota,Camry,1998.0,1100.0,Xăng,Tự động,1.0,Việt Nam,--,,Đã sử dụng,140000000
Honda,CR V,2019.0,81000.0,Xăng,Tự động,1.0,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,735000000
Toyota,Fortuner,2016.0,85000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,510000000
VinFast,VF6,2024.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,668000000
Mercedes Benz,GLC,2021.0,37000.0,Xăng,Tự động,1.0,Đang cập nhật,SUV / Cross over,5.0,Đã sử dụng,1498000000
Mercedes Benz,E Class,2022.0,4500.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,2179000000
MG,MG5,2024.0,,Xăng,Tự động,,Thái Lan,Sedan,4.0,Mới,50000000
Subaru,XV,2012.0,85000.0,Xăng,Tự động,1.0,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,410000000
Hyundai,Grand i10,2009.0,120000.0,Xăng,Tự động,,Ấn Độ,Hatchback,5.0,Đã sử dụng,190000000
Toyota,Fortuner,2015.0,109000.0,Dầu,Số sàn,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,515000000
LandRover,Discovery,2015.0,79000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,7.0,Đã sử dụng,930000000
Toyota,Vios,2016.0,15000.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,202000000
Ford,Ranger,2023.0,18000.0,Dầu,Tự động,1.0,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,669000000
Hyundai,Solati,2019.0,200000.0,Dầu,Số sàn,1.0,Việt Nam,Kiểu dáng khác,,Đã sử dụng,760000000
Toyota,Vios,2019.0,145000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,395000000
Kia,Sorento,2016.0,6.0,Dầu,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,545000000
Mazda,3,2018.0,70000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,458000000
Toyota,Innova,2006.0,140000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,225000000
Toyota,Avanza Premio,2024.0,,Xăng,Tự động,,Việt Nam,Minivan (MPV),7.0,Mới,535000000
Chevrolet,Cruze,2017.0,100000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,238000000
Honda,CR V,2020.0,48000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,830000000
Mitsubishi,Mirage,2017.0,140000.0,Xăng,Tự động,1.0,Đang cập nhật,Hatchback,5.0,Đã sử dụng,282000000
Mercedes Benz,E Class,2021.0,36000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,2.0,Đã sử dụng,1599000000
Mercedes Benz,GLC,2019.0,0.0,Xăng,Tự động,1.0,Đức,SUV / Cross over,5.0,Đã sử dụng,1260000000
